,FileHeader: Filename,Date,Time,Row,Type,Identifier 1,Identifier 2,Amount,Sample Dilution,Peak Nr.,Component,Rt,Amt%,Ampl. 28,Ampl. 29,Area 28,Area 29,d 15N/14N,Ampl. 44,Ampl. 45,Ampl. 46,Area 44,Area 45,Area 46,Area All,d 13C/12C,Peak Nr. Flash TCD,Rt Flash TCD,rArea Flash TCD,Amt% Flash TCD,Element Type,Datetime,Seconds Since Start,d 15N/14N_corr,d 15N/14N_se,d 13C/12C_corr,d 13C/12C_se,d15N(AIR) value,VPDB_d15N/14N,VPDB_d15N/14N_diff,VPDB_d15N/14N_se,d13C(VPDB) value,VPDB_d13C/12C,VPDB_d13C/12C_diff,VPDB_d13C/12C_se,sum_squared_error
349,22762_d15N-d13C_MJS-24-011_Riparian Grass; leaf (G5)-0000.dxf,11/21/2024,19:02:13,43,Sample,MJS-24-011_Riparian Grass; leaf (G5),SAMPLE,0.00294,0.0,3.0,N2,158.0,1.9395642,3300.0,2445.0,81.726,0.607,9.741,,,,,,,82.333,,,,,,Nitrogen,2024-11-21 19:02:13,28031.0,9.50706463603006,0.1763062342454537,,,,9.427016636184614,7.644816636184614,0.6977238252861587,,,,,0.7196543785774967
350,22762_d15N-d13C_MJS-24-011_Riparian Grass; leaf (G5)-0000.dxf,11/21/2024,19:02:13,43,Sample,MJS-24-011_Riparian Grass; leaf (G5),SAMPLE,0.00294,89.0,4.0,CO2,264.2,275.7084499,,,,,,14324.0,16666.0,20508.0,424.021,4.898,1.821,430.74,-26.719,,,,,Carbon,2024-11-21 19:02:13,28031.0,,,-26.776568556793585,0.06830391869553847,,,,,,-26.225605592976866,-4.082705592976868,0.027111443380200908,0.0734877926687458
357,22763_d15N-d13C_MJS-24-011_Pondweed; leaf (G6)-0000.dxf,11/21/2024,19:11:29,44,Sample,MJS-24-011_Pondweed; leaf (G6),SAMPLE,0.00311,0.0,3.0,N2,157.4,3.7227014,7959.0,5865.0,192.09,1.416,2.778,,,,,,,193.507,,,,,,Nitrogen,2024-11-21 19:11:29,28587.0,2.548992856636949,0.1752250357282585,,,,2.8221251102044653,1.039925110204465,0.21744782683628885,,,,,0.27926218960287863
358,22763_d15N-d13C_MJS-24-011_Pondweed; leaf (G6)-0000.dxf,11/21/2024,19:11:29,44,Sample,MJS-24-011_Pondweed; leaf (G6),SAMPLE,0.00311,89.0,4.0,CO2,263.5,223.4008486,,,,,,14155.0,16372.0,20268.0,406.39,4.666,1.746,412.802,-32.866,,,,,Carbon,2024-11-21 19:11:29,28587.0,,,-32.921962801743206,0.06788446698924515,,,,,,-32.46163258749404,-10.31873258749404,0.0419220026969484,0.07978568272902642
366,22764_d15N-d13C_MJS-24-011_Filamentous algae; all (G7)-0000.dxf,11/21/2024,19:20:44,45,Sample,MJS-24-011_Filamentous algae; all (G7),SAMPLE,0.003,89.0,4.0,CO2,268.4,19.6173765,,,,,,9172.0,10655.0,13138.0,250.26,2.893,1.075,254.228,-25.969,,,,,Carbon,2024-11-21 19:20:44,29142.0,,,-26.02335993474149,0.06747511168136568,,,,,,-25.461288591918706,-3.3183885919187084,0.025784323364481904,0.07223380114445686
365,22764_d15N-d13C_MJS-24-011_Filamentous algae; all (G7)-0000.dxf,11/21/2024,19:20:44,45,Sample,MJS-24-011_Filamentous algae; all (G7),SAMPLE,0.003,0.0,3.0,N2,157.4,1.7958012,3092.0,2293.0,76.74,0.57,10.587,,,,,,,77.31,,,,,,Nitrogen,2024-11-21 19:20:44,29142.0,10.362912213537708,0.1741622575397441,,,,10.239422801489212,8.457222801489213,0.764645579228415,,,,,0.7842291462225174
373,22765_d15N-d13C_MJS-24-012_Sedge; leaf (G8)-0000.dxf,11/21/2024,19:30:01,46,Sample,MJS-24-012_Sedge; leaf (G8),SAMPLE,0.00274,0.0,3.0,N2,157.4,3.2062543,5562.0,4134.0,134.713,1.003,12.226,,,,,,,135.716,,,,,,Nitrogen,2024-11-21 19:30:01,29699.0,12.006849297850724,0.1731125048620105,,,,11.79991634936845,10.01771634936845,0.8941920427651435,,,,,0.9107948993511655
374,22765_d15N-d13C_MJS-24-012_Sedge; leaf (G8)-0000.dxf,11/21/2024,19:30:01,46,Sample,MJS-24-012_Sedge; leaf (G8),SAMPLE,0.00274,89.0,4.0,CO2,263.8,253.5759684,,,,,,14068.0,16317.0,20145.0,406.381,4.679,1.746,412.805,-29.969,,,,,Carbon,2024-11-21 19:30:01,29699.0,,,-30.021751291642463,0.06707383743477577,,,,,,-29.518648533759674,-7.375748533759676,0.03427988572908436,0.07532602627130817
381,22766_d15N-d13C_MJS-24-012_Aquatic Coontail; leaf (G9)-0000.dxf,11/21/2024,19:39:17,47,Sample,MJS-24-012_Aquatic Coontail; leaf (G9),SAMPLE,0.00262,0.0,3.0,N2,157.4,1.5484298,2240.0,1664.0,56.379,0.42,12.899,,,,,,,56.799,,,,,,Nitrogen,2024-11-21 19:39:17,30255.0,12.684777518457611,0.17208178468702912,,,,12.443434051035473,10.661234051035473,0.9478967412168905,,,,,0.963390041795468
382,22766_d15N-d13C_MJS-24-012_Aquatic Coontail; leaf (G9)-0000.dxf,11/21/2024,19:39:17,47,Sample,MJS-24-012_Aquatic Coontail; leaf (G9),SAMPLE,0.00262,89.0,4.0,CO2,272.1,5.4120557,,,,,,5825.0,6727.0,8351.0,153.843,1.77,0.661,156.275,-30.672,,,,,Carbon,2024-11-21 19:39:17,30255.0,,,-30.72314553659209,0.06668300329763464,,,,,,-30.23038699527488,-8.087486995274883,0.03604979506577132,0.07580376410889147
390,22767_d15N-d13C_MJS-24-012_Filamentous algae; all (G10)-0000.dxf,11/21/2024,19:48:33,48,Sample,MJS-24-012_Filamentous algae; all (G10),SAMPLE,0.00264,89.0,4.0,CO2,267.5,42.8831661,,,,,,10085.0,11712.0,14454.0,275.018,3.175,1.182,279.375,-27.322,,,,,Carbon,2024-11-21 19:48:33,30811.0,,,-27.371539781541713,0.06630205195264165,,,,,,-26.82935149935861,-4.686451499358611,0.02826640620456299,0.07207601412989031
389,22767_d15N-d13C_MJS-24-012_Filamentous algae; all (G10)-0000.dxf,11/21/2024,19:48:33,48,Sample,MJS-24-012_Filamentous algae; all (G10),SAMPLE,0.00264,0.0,3.0,N2,157.4,2.61298,4130.0,3065.0,101.313,0.754,12.0,,,,,,,102.067,,,,,,Nitrogen,2024-11-21 19:48:33,30811.0,11.7907057390645,0.17106850682008098,,,,11.594743881322016,9.812543881322016,0.877099589524194,,,,,0.8936263894766994
398,22768_d15N-d13C_MJS-24-012_Willow; leaf (G11)-0000.dxf,11/21/2024,19:57:50,49,Sample,MJS-24-012_Willow; leaf (G11),SAMPLE,0.00254,89.0,4.0,CO2,264.4,307.3620217,,,,,,13996.0,16228.0,20051.0,419.605,4.833,1.803,426.241,-29.789,,,,,Carbon,2024-11-21 19:57:50,31368.0,,,-29.836931138442694,0.06593049678788526,,,,,,-29.33110263864778,-7.188202638647784,0.033823773308826036,0.07410045915879471
397,22768_d15N-d13C_MJS-24-012_Willow; leaf (G11)-0000.dxf,11/21/2024,19:57:50,49,Sample,MJS-24-012_Willow; leaf (G11),SAMPLE,0.00254,0.0,3.0,N2,158.0,3.0399741,4524.0,3332.0,115.48,0.85,0.821,,,,,,,116.33,,,,,,Nitrogen,2024-11-21 19:57:50,31368.0,0.6166428233775152,0.17007120869247058,,,,0.9878579792298708,-0.7943420207701294,0.19426428827122147,,,,,0.25819145943203103
406,22769_d15N-d13C_MJS-24-012_Honeysuckle; leaf (G12)-0000.dxf,11/21/2024,20:07:06,50,Sample,MJS-24-012_Honeysuckle; leaf (G12),SAMPLE,0.00294,89.0,4.0,CO2,263.3,243.0354508,,,,,,14312.0,16555.0,20498.0,409.502,4.7,1.759,415.961,-33.293,,,,,Carbon,2024-11-21 20:07:06,31924.0,,,-33.33932538339232,0.06556984280050673,,,,,,-32.88515046477329,-10.742250464773292,0.04308067537574482,0.07845603148078209
405,22769_d15N-d13C_MJS-24-012_Honeysuckle; leaf (G12)-0000.dxf,11/21/2024,20:07:06,50,Sample,MJS-24-012_Honeysuckle; leaf (G12),SAMPLE,0.00294,0.0,3.0,N2,157.6,2.4159877,4307.0,3179.0,104.784,0.775,6.424,,,,,,,105.559,,,,,,Nitrogen,2024-11-21 20:07:06,31924.0,6.224571043984403,0.1690937853118391,,,,6.311137007808965,4.528937007808964,0.4477097294494227,,,,,0.47857779939604556
414,22770_d15N-d13C_SORGHUM-0000.dxf,11/21/2024,20:16:22,51,Sample,SORGHUM,STANDARD,0.00189,89.0,4.0,CO2,267.7,47.4260422,,,,,,9717.0,11418.0,13923.0,265.199,3.099,1.14,269.437,-14.54,,,,,Carbon,2024-11-21 20:16:22,32480.0,,,-14.584719628341944,0.06521958346111845,,,,,-13.78,-13.85395033369367,8.288949666306328,0.032832323524132935,0.07301750156527631
422,22771_d15N-d13C_WHEAT FLOUR-0000.dxf,11/21/2024,20:25:38,52,Sample,WHEAT FLOUR,STANDARD,0.00214,89.0,4.0,CO2,267.3,51.5553961,,,,,,10049.0,11667.0,14402.0,273.881,3.161,1.177,278.219,-27.56,,,,,Carbon,2024-11-21 20:25:38,33036.0,,,-27.60311387329157,0.06487988711899273,,,,,-26.871,-27.06434086372196,-4.921440863721962,0.02873872186301384,0.07095994565170487
421,22771_d15N-d13C_WHEAT FLOUR-0000.dxf,11/21/2024,20:25:38,52,Sample,WHEAT FLOUR,STANDARD,0.00214,0.0,3.0,N2,158.0,1.911783,2291.0,1698.0,56.891,0.424,13.217,,,,,,,57.315,,,,,,Nitrogen,2024-11-21 20:25:38,33036.0,13.02742748519818,0.16719440484160952,,,4.631,12.768691670309352,10.986491670309352,0.9750902255918281,,,,,0.9893204319405631
429,22772_d15N-d13C_MJS-24-012_Queen Anne's Lace; leaf (H1)-0000.dxf,11/21/2024,20:34:54,53,Sample,MJS-24-012_Queen Anne's Lace; leaf (H1),SAMPLE,0.00275,0.0,3.0,N2,157.6,2.6970604,4459.0,3292.0,110.167,0.815,6.576,,,,,,,110.982,,,,,,Nitrogen,2024-11-21 20:34:54,33592.0,6.391355705805066,0.1662730813590259,,,,6.469455955133599,4.687255955133598,0.45999046698772394,,,,,0.48911958384858156
430,22772_d15N-d13C_MJS-24-012_Queen Anne's Lace; leaf (H1)-0000.dxf,11/21/2024,20:34:54,53,Sample,MJS-24-012_Queen Anne's Lace; leaf (H1),SAMPLE,0.00275,89.0,4.0,CO2,264.0,196.8721728,,,,,,13394.0,15490.0,19189.0,380.551,4.369,1.635,386.555,-32.913,,,,,Carbon,2024-11-21 20:34:54,33592.0,,,-32.95450811824119,0.06455092053625182,,,,,,-32.49465788483657,-10.351757884836573,0.04201192207390368,0.07701832858755929
438,22773_d15N-d13C_MJS-24-012_Riparian Grass; leaf (H2)-0000.dxf,11/22/2024,8:25:51,54,Sample,MJS-24-012_Riparian Grass; leaf (H2),SAMPLE,0.00269,89.0,4.0,CO2,266.5,118.7759659,,,,,,11452.0,13314.0,16408.0,335.445,3.876,1.442,340.762,-31.937,,,,,Carbon,2024-11-22 08:25:51,76249.0,,,-31.855312626903498,0.07561655563298862,,,,,,-31.37925137338831,-9.236351373388313,0.039019652858140116,0.08509052118166056
437,22773_d15N-d13C_MJS-24-012_Riparian Grass; leaf (H2)-0000.dxf,11/22/2024,8:25:51,54,Sample,MJS-24-012_Riparian Grass; leaf (H2),SAMPLE,0.00269,0.0,3.0,N2,158.2,1.9995664,3067.0,2275.0,76.607,0.568,7.605,,,,,,,77.174,,,,,,Nitrogen,2024-11-22 08:25:51,76249.0,7.7984548180856645,0.16793360271002716,,,,7.805133036022656,6.022933036022655,0.5658102085154337,,,,,0.5902058005301607
446,22774_d15N-d13C_MJS-24-013_Filamentous algae; all (H3)-0000.dxf,11/22/2024,8:38:54,55,Sample,MJS-24-013_Filamentous algae; all (H3),SAMPLE,0.00313,89.0,4.0,CO2,266.9,49.2313017,,,,,,10520.0,12204.0,15064.0,289.827,3.342,1.245,294.414,-33.656,,,,,Carbon,2024-11-22 08:38:54,77032.0,,,-33.57205128480918,0.0763886841275598,,,,,,-33.121308625781694,-10.978408625781697,0.04373177991684074,0.08802101815722822
445,22774_d15N-d13C_MJS-24-013_Filamentous algae; all (H3)-0000.dxf,11/22/2024,8:38:54,55,Sample,MJS-24-013_Filamentous algae; all (H3),SAMPLE,0.00313,0.0,3.0,N2,157.8,2.5085801,4698.0,3469.0,117.775,0.869,3.83,,,,,,,118.644,,,,,,Nitrogen,2024-11-22 08:38:54,77032.0,4.030395099983493,0.1692839637055384,,,,4.228333817712364,2.4461338177123633,0.2961819254129288,,,,,0.3411462931194882
453,22775_d15N-d13C_MJS-24-013_Sensitive Fern; leaf (H4)-0000.dxf,11/22/2024,8:48:11,56,Sample,MJS-24-013_Sensitive Fern; leaf (H4),SAMPLE,0.00274,0.0,3.0,N2,158.2,1.7562179,2571.0,1889.0,67.807,0.498,-0.607,,,,,,,68.305,,,,,,Nitrogen,2024-11-22 08:48:11,77589.0,-0.4016678157034914,0.17026673470993842,,,,0.02123510954337804,-1.7609648904566222,0.22888513313725156,,,,,0.28527033690876785
454,22775_d15N-d13C_MJS-24-013_Sensitive Fern; leaf (H4)-0000.dxf,11/22/2024,8:48:11,56,Sample,MJS-24-013_Sensitive Fern; leaf (H4),SAMPLE,0.00274,89.0,4.0,CO2,265.2,235.1147215,,,,,,13390.0,15597.0,19162.0,398.186,4.607,1.71,404.503,-29.671,,,,,Carbon,2024-11-22 08:48:11,77589.0,,,-29.585442641710152,0.07694591057428533,,,,,,-29.075905170117014,-6.933005170117017,0.03321059391164393,0.08380702060131977
462,22776_d15N-d13C_MJS-24-013_Sugar Maple; leaf (H5)-0000.dxf,11/22/2024,8:59:09,57,Sample,MJS-24-013_Sugar Maple; leaf (H5),SAMPLE,0.00296,89.0,4.0,CO2,273.8,398.8033112,,,,,,14993.0,17432.0,21455.0,473.249,5.462,2.031,480.742,-30.637,,,,,Carbon,2024-11-22 08:59:09,78247.0,,,-30.5495423056973,0.07761248491716975,,,,,,-30.054223450505564,-7.9113234505055665,0.035606267917752524,0.08539030466070885
487,22780_d15N-d13C_MJS-24-013_Ash; leaf (H6)-0000.dxf,11/22/2024,9:40:44,61,Sample,MJS-24-013_Ash; leaf (H6),SAMPLE,0.00286,89.0,4.0,CO2,262.1,406.8157495,,,,,,16011.0,18627.0,22920.0,471.176,5.438,2.023,478.638,-29.177,,,,,Carbon,2024-11-22 09:40:44,80742.0,,,-29.082336624311182,0.0802178682226907,,,,,,-28.565379306266646,-6.4224793062666485,0.032011577088977124,0.08636925060411543
486,22780_d15N-d13C_MJS-24-013_Ash; leaf (H6)-0000.dxf,11/22/2024,9:40:44,61,Sample,MJS-24-013_Ash; leaf (H6),SAMPLE,0.00286,0.0,3.0,N2,157.6,2.5941187,4545.0,3355.0,110.209,0.813,4.466,,,,,,,111.022,,,,,,Nitrogen,2024-11-22 09:40:44,80742.0,4.699279449716504,0.17616139153463342,,,,4.863266700482601,3.0810667004826007,0.33971120323952925,,,,,0.382670272524359
494,22781_d15N-d13C_MJS-24-013_Eastern Black Walnut; leaf (H7)-0000.dxf,11/22/2024,9:50:01,62,Sample,MJS-24-013_Eastern Black Walnut; leaf (H7),SAMPLE,0.00298,0.0,3.0,N2,157.6,2.9263673,5400.0,3969.0,133.524,0.981,0.903,,,,,,,134.505,,,,,,Nitrogen,2024-11-22 09:50:01,81299.0,1.1412165340295188,0.177258651593521,,,,1.4858051930684124,-0.2963948069315878,0.18839570108007772,,,,,0.2586765736401487
495,22781_d15N-d13C_MJS-24-013_Eastern Black Walnut; leaf (H7)-0000.dxf,11/22/2024,9:50:01,62,Sample,MJS-24-013_Eastern Black Walnut; leaf (H7),SAMPLE,0.00298,89.0,4.0,CO2,262.7,404.6720418,,,,,,15857.0,18432.0,22693.0,476.333,5.495,2.045,483.873,-29.907,,,,,Carbon,2024-11-22 09:50:01,81299.0,,,-29.81072798121216,0.08081553220649423,,,,,,-29.304513035228037,-7.16161303522804,0.03375947715727843,0.08758340335789487
503,22782_d15N-d13C_MJS-24-013_Japanese Knotweed; leaf (H8)-0000.dxf,11/22/2024,10:01:08,63,Sample,MJS-24-013_Japanese Knotweed; leaf (H8),SAMPLE,0.00305,96.0,4.0,CO2,264.6,171.6944942,,,,,,4346.0,5051.0,6219.0,137.207,1.584,0.589,139.379,-29.145,,,,,Carbon,2024-11-22 10:01:08,81966.0,,,-29.04680165276144,0.08153854747779482,,,,,,-28.529320262208454,-6.386420262208457,0.031928366002291646,0.08756686177067723
502,22782_d15N-d13C_MJS-24-013_Japanese Knotweed; leaf (H8)-0000.dxf,11/22/2024,10:01:08,63,Sample,MJS-24-013_Japanese Knotweed; leaf (H8),SAMPLE,0.00305,0.0,3.0,N2,157.8,1.9173766,3214.0,2379.0,84.055,0.625,12.03,,,,,,,84.679,,,,,,Nitrogen,2024-11-22 10:01:08,81966.0,12.274128626016559,0.1785936524072586,,,,12.0536290194361,10.2714290194361,0.9153491743380657,,,,,0.9326091376571127
511,22783_d15N-d13C_MJS-24-007_Slender Naiad; leaf (H9)-0000.dxf,11/22/2024,10:10:24,64,Sample,MJS-24-007_Slender Naiad; leaf (H9),SAMPLE,0.00289,96.0,4.0,CO2,270.0,1.1716909,,,,,,2299.0,2683.0,3291.0,61.605,0.716,0.264,62.584,-22.148,,,,,Carbon,2024-11-22 10:10:24,82522.0,,,-22.048195897711068,0.0821471950763016,,,,,,-21.42749852825799,0.715401471742009,0.022219652792012812,0.08509920463260248
510,22783_d15N-d13C_MJS-24-007_Slender Naiad; leaf (H9)-0000.dxf,11/22/2024,10:10:24,64,Sample,MJS-24-007_Slender Naiad; leaf (H9),SAMPLE,0.00289,0.0,3.0,N2,157.6,2.0759809,3459.0,2579.0,86.493,0.644,10.003,,,,,,,87.137,,,,,,Nitrogen,2024-11-22 10:10:24,82522.0,10.252056846623447,0.17972366899242337,,,,10.134194270258785,8.351994270258785,0.7559536190876635,,,,,0.7770241125009149
519,22784_d15N-d13C_MJS-24-007_Filamentous algae; all (H10)-0000.dxf,11/22/2024,10:19:41,65,Sample,MJS-24-007_Filamentous algae; all (H10),SAMPLE,0.00267,96.0,4.0,CO2,267.9,0.7523669,,,,,,2684.0,3108.0,3842.0,72.374,0.833,0.31,73.517,-31.184,,,,,Carbon,2024-11-22 10:19:41,83079.0,,,-31.082587254612044,0.08276223803155407,,,,,,-30.595129787548974,-8.452229787548976,0.03697867896812723,0.09064772883100508
518,22784_d15N-d13C_MJS-24-007_Filamentous algae; all (H10)-0000.dxf,11/22/2024,10:19:41,65,Sample,MJS-24-007_Filamentous algae; all (H10),SAMPLE,0.00267,0.0,3.0,N2,157.4,2.3955295,3744.0,2775.0,92.956,0.691,10.931,,,,,,,93.647,,,,,,Nitrogen,2024-11-22 10:19:41,83079.0,11.18499393093646,0.18087106989517468,,,,11.019777006082345,9.237577006082345,0.8292893020849147,,,,,0.8487844782260748
526,22785_d15N-d13C_MJS-24-007_Ribbon-leaved Pondweed; leaf (H11)-0000.dxf,11/22/2024,10:28:57,66,Sample,MJS-24-007_Ribbon-leaved Pondweed; leaf (H11),SAMPLE,0.00278,0.0,3.0,N2,157.2,2.8499063,4833.0,3595.0,119.025,0.885,10.648,,,,,,,119.91,,,,,,Nitrogen,2024-11-22 10:28:57,83635.0,10.906922151543348,0.18203144574866198,,,,10.75581969182078,8.97361969182078,0.8073890353791625,,,,,0.8276548203761291
527,22785_d15N-d13C_MJS-24-007_Ribbon-leaved Pondweed; leaf (H11)-0000.dxf,11/22/2024,10:28:57,66,Sample,MJS-24-007_Ribbon-leaved Pondweed; leaf (H11),SAMPLE,0.00278,96.0,4.0,CO2,267.5,4.6785039,,,,,,2882.0,3372.0,4125.0,78.74,0.916,0.338,79.994,-20.928,,,,,Carbon,2024-11-22 10:28:57,83635.0,,,-20.824981499561673,0.08338135098422392,,,,,,-20.186244069569597,1.9566559304304008,0.022550022137051384,0.08637680933176362
534,22786_d15N-d13C_MJS-24-007_Ribbon-leaved Pondweed; leaf (H12)-0000.dxf,11/22/2024,10:38:13,67,Sample,MJS-24-007_Ribbon-leaved Pondweed; leaf (H12),SAMPLE,0.00301,0.0,3.0,N2,156.8,3.2659356,6314.0,4675.0,154.866,1.147,7.776,,,,,,,156.013,,,,,,Nitrogen,2024-11-22 10:38:13,84191.0,8.039850372150237,0.1832065574175132,,,,8.034275749694034,6.252075749694034,0.584268698471871,,,,,0.6123189974962321
535,22786_d15N-d13C_MJS-24-007_Ribbon-leaved Pondweed; leaf (H12)-0000.dxf,11/22/2024,10:38:13,67,Sample,MJS-24-007_Ribbon-leaved Pondweed; leaf (H12),SAMPLE,0.00301,96.0,4.0,CO2,266.3,14.750706,,,,,,3173.0,3711.0,4539.0,87.947,1.022,0.377,89.346,-21.298,,,,,Carbon,2024-11-22 10:38:13,84191.0,,,-21.193375744511297,0.08400551912636381,,,,,,-20.560071421332843,1.5828285786671543,0.022376524298641794,0.08693466560226468
558,22790_d15N-d13C_SORGHUM-0000.dxf,11/22/2024,11:15:18,71,Sample,SORGHUM,STANDARD,0.00186,89.0,4.0,CO2,269.6,25.6690793,,,,,,8869.0,10427.0,12704.0,243.884,2.853,1.048,247.785,-14.543,,,,,Carbon,2024-11-22 11:15:18,86416.0,,,-14.431949836261154,0.08655170407679635,,,,,-13.78,-13.698927480905095,8.443972519094903,0.033200329053169074,0.09270091330637487
557,22790_d15N-d13C_SORGHUM-0000.dxf,11/22/2024,11:15:18,71,Sample,SORGHUM,STANDARD,0.00186,0.0,3.0,N2,158.2,1.5668417,1564.0,1151.0,39.713,0.292,1.133,,,,,,,40.005,,,,,,Nitrogen,2024-11-22 11:15:18,86416.0,1.416572118283916,0.18805101199057778,,,1.58,1.747184181778961,-0.03501581822103916,0.18909475082892754,,,,,0.2666833476273586
566,22791_d15N-d13C_WHEAT FLOUR-0000.dxf,11/22/2024,11:24:34,72,Sample,WHEAT FLOUR,STANDARD,0.00189,89.0,4.0,CO2,269.0,29.4823693,,,,,,9123.0,10599.0,13068.0,248.538,2.872,1.068,252.478,-27.453,,,,,Carbon,2024-11-22 11:24:34,86972.0,,,-27.34034408121078,0.08719952669308866,,,,,-26.871,-26.797695722426734,-4.654795722426737,0.028203716740543137,0.0916471881373317
565,22791_d15N-d13C_WHEAT FLOUR-0000.dxf,11/22/2024,11:24:34,72,Sample,WHEAT FLOUR,STANDARD,0.00189,0.0,3.0,N2,158.0,1.988841,2083.0,1537.0,51.968,0.383,3.912,,,,,,,52.351,,,,,,Nitrogen,2024-11-22 11:24:34,86972.0,4.200500338890803,0.18929567802729969,,,4.631,4.389804795104569,2.607604795104568,0.306932190680043,,,,,0.3606109030457418
574,22792_d15N-d13C_MJS-24-007_Leafy Pondweed; leaf (A1)-0000.dxf,11/22/2024,11:33:50,73,Sample,MJS-24-007_Leafy Pondweed; leaf (A1),SAMPLE,0.00281,96.0,4.0,CO2,267.7,17.3448207,,,,,,3173.0,3704.0,4544.0,88.91,1.031,0.382,90.324,-24.008,,,,,Carbon,2024-11-22 11:33:50,87528.0,,,-23.893738326160406,0.0878517691123682,,,,,,-23.300259159163808,-1.1573591591638106,0.02305362519042535,0.09082622402474665
573,22792_d15N-d13C_MJS-24-007_Leafy Pondweed; leaf (A1)-0000.dxf,11/22/2024,11:33:50,73,Sample,MJS-24-007_Leafy Pondweed; leaf (A1),SAMPLE,0.00281,0.0,3.0,N2,157.4,2.6922535,4593.0,3405.0,112.74,0.835,8.713,,,,,,,113.575,,,,,,Nitrogen,2024-11-22 11:33:50,87528.0,9.00642855949769,0.19055344775693606,,,,8.951792021618047,7.169592021618047,0.6588017962215205,,,,,0.6858064035547912
581,22793_d15N-d13C_MJS-24-007_Elodea; all (A2)-0000.dxf,11/22/2024,11:43:06,74,Sample,MJS-24-007_Elodea; all (A2),SAMPLE,0.00294,0.0,3.0,N2,157.4,3.5953718,6884.0,5093.0,170.016,1.259,7.86,,,,,,,171.274,,,,,,Nitrogen,2024-11-22 11:43:06,88084.0,8.15835678010458,0.19182406342114963,,,,8.146766967733791,6.364566967733791,0.5933556339075949,,,,,0.6235923184238923
582,22793_d15N-d13C_MJS-24-007_Elodea; all (A2)-0000.dxf,11/22/2024,11:43:06,74,Sample,MJS-24-007_Elodea; all (A2),SAMPLE,0.00294,96.0,4.0,CO2,268.6,6.0211707,,,,,,2896.0,3367.0,4149.0,80.545,0.931,0.346,81.822,-27.269,,,,,Carbon,2024-11-22 11:43:06,88084.0,,,-27.153132571110035,0.0885083336224326,,,,,,-26.607723202497354,-4.464823202497357,0.027832330303753233,0.0927812682105448
590,22794_d15N-d13C_MJS-24-007_Japanese Knotweed; leaf (A3)-0000.dxf,11/22/2024,11:52:22,75,Sample,MJS-24-007_Japanese Knotweed; leaf (A3),SAMPLE,0.00281,96.0,4.0,CO2,266.1,75.2933184,,,,,,3814.0,4413.0,5465.0,111.873,1.285,0.48,113.638,-33.332,,,,,Carbon,2024-11-22 11:52:22,88640.0,,,-33.21452681605966,0.08916912475088913,,,,,,-32.75851135851855,-10.61561135851855,0.0427329736361587,0.09887992639878057
589,22794_d15N-d13C_MJS-24-007_Japanese Knotweed; leaf (A3)-0000.dxf,11/22/2024,11:52:22,75,Sample,MJS-24-007_Japanese Knotweed; leaf (A3),SAMPLE,0.00281,0.0,3.0,N2,158.0,2.7351418,4651.0,3439.0,114.847,0.851,8.062,,,,,,,115.697,,,,,,Nitrogen,2024-11-22 11:52:22,88640.0,8.365285000711467,0.1931072714473815,,,,8.343191852975746,6.560991852975746,0.609259683790718,,,,,0.63913048791199
598,22795_d15N-d13C_MJS-24-007_Oak; leaf (A4)-0000.dxf,11/22/2024,12:01:39,76,Sample,MJS-24-007_Oak; leaf (A4),SAMPLE,0.00273,96.0,4.0,CO2,264.6,87.9392053,,,,,,3923.0,4562.0,5616.0,114.749,1.324,0.493,116.566,-28.347,,,,,Carbon,2024-11-22 12:01:39,89197.0,,,-28.22791817296064,0.08983524880471648,,,,,,-27.698359825520665,-5.555459825520668,0.030070477561519357,0.09473439474965338
597,22795_d15N-d13C_MJS-24-007_Oak; leaf (A4)-0000.dxf,11/22/2024,12:01:39,76,Sample,MJS-24-007_Oak; leaf (A4),SAMPLE,0.00273,0.0,3.0,N2,157.4,2.5747202,4245.0,3119.0,103.53,0.762,2.14,,,,,,,104.292,,,,,,Nitrogen,2024-11-22 12:01:39,89197.0,2.4482220850244825,0.19440516357754367,,,,2.726469296842374,0.9442692968423738,0.21348751835996838,,,,,0.28873913507023835
606,22796_d15N-d13C_MJS-24-007_Phragmites; leaf (A5)-0000.dxf,11/22/2024,12:10:55,77,Sample,MJS-24-007_Phragmites; leaf (A5),SAMPLE,0.00267,96.0,4.0,CO2,265.4,49.0629481,,,,,,3582.0,4158.0,5129.0,102.453,1.181,0.44,104.074,-29.651,,,,,Carbon,2024-11-22 12:10:55,89753.0,,,-29.530312417910263,0.09050422271845929,,,,,,-29.01996188151313,-6.877061881513132,0.03307736663696084,0.09635936131745795
605,22796_d15N-d13C_MJS-24-007_Phragmites; leaf (A5)-0000.dxf,11/22/2024,12:10:55,77,Sample,MJS-24-007_Phragmites; leaf (A5),SAMPLE,0.00267,0.0,3.0,N2,157.8,0.9410757,1375.0,1016.0,34.009,0.253,13.031,,,,,,,34.262,,,,,,Nitrogen,2024-11-22 12:10:55,89753.0,13.34415030563137,0.19571283403101697,,,,13.069338162482527,11.287138162482528,1.0002523087294466,,,,,1.0192194045067238
